"title","totalScore","reviewsCount","street","city","state","countryCode","website","phone","categories/0","categories/1","categories/2","categories/3","categories/4","categories/5","categories/6","categories/7","categories/8","categories/9","url","categoryName"
"Elegance Sorriso | Dentista e Implantes em Campinas","5","774","Av. John Boyd Dunlop, 8448","Campinas","São Paulo","BR","https://wa.me/5519996537758?text=Ol%C3%A1%2C%20vim%20pelo%20Google%20e%20gostaria%20de%20tirar%20d%C3%BAvidas.","+55 19 99653-7758","Clínica odontológica","Periodontia e implantes dentários","Clínica de implante dentário","Radiologia odontológica","Endodontista","Clínico geral","Ortodontista","Laboratório de prótese e órtese","Odontopediatra","Serviço de clareamento dental","https://www.google.com/maps/search/?api=1&query=Elegance%20Sorriso%20%7C%20Dentista%20e%20Implantes%20em%20Campinas&query_place_id=ChIJt0hCfZS3yJQRuzGie_US6hU","Clínica odontológica"
"Elegance Sorriso | Dentista no Campo Grande","4.9","138","Av. Armando Mario Tozi, 235","Campinas","São Paulo","BR","https://wa.me/5519996537758?text=Ol%C3%A1%2C%20vim%20pelo%20Google%20e%20gostaria%20de%20tirar%20d%C3%BAvidas.","+55 19 99653-7758","Clínica odontológica","Periodontia e implantes dentários","Clínica de implante dentário","Radiologia odontológica","Endodontista","Clínico geral","Ortodontista","Laboratório de prótese e órtese","Serviço de clareamento dental",,"https://www.google.com/maps/search/?api=1&query=Elegance%20Sorriso%20%7C%20Dentista%20no%20Campo%20Grande&query_place_id=ChIJp0Q-bOO3yJQRrLAZn6VjYb0","Clínica odontológica"
"Odonto Company - Campinas","4.7","62","R. Edson Luiz Rigonatto, 1421","Campinas","São Paulo","BR",,"+55 19 99277-6139","Clínica odontológica",,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Odonto%20Company%20-%20Campinas&query_place_id=ChIJ4wgGbG23yJQR0lkcPnAjWr8","Clínica odontológica"
"Odonto Maracanã","4.8","5","R. Edson Luiz Rigonatto, 785 - sala4","Campinas","São Paulo","BR",,"+55 19 98422-5809","Clínica odontológica","Dentista",,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Odonto%20Maracan%C3%A3&query_place_id=ChIJt1xQw223yJQR1M7xUIbGeyc","Clínica odontológica"
"Odontologia Especializada",,,"R. Augusto Padovani, 38","Campinas","São Paulo","BR",,"","Dentista",,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Odontologia%20Especializada&query_place_id=ChIJuQHqnbm4yJQRZrgFspwS37g","Dentista"
"Gotocrivari Latuf Odontologia","2","1","Av. Cardeal Dom Agnello Rossi, 550","Campinas","São Paulo","BR",,"+55 19 3388-4965","Dentista",,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Gotocrivari%20Latuf%20Odontologia&query_place_id=ChIJ_cfKn7bIyJQR5sVtDVKPy3Y","Dentista"
"Clínica Cosmos Odontologia",,,"R. Exp Mauro Costa Pereira, 227","Campinas","São Paulo","BR",,"+55 19 4141-3884","Cirurgião dentista",,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Cl%C3%ADnica%20Cosmos%20Odontologia&query_place_id=ChIJKydzy-u3yJQRUTUIPMhjfWY","Cirurgião dentista"
"OdontoCompany","4","53","Rua Dom Aloisio Lorscheider, 276","Campinas","São Paulo","BR",,"+55 19 3282-1121","Clínica odontológica",,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=OdontoCompany&query_place_id=ChIJwef7cWi5yJQRyLH9l0W75Gs","Clínica odontológica"
"Dra Érika Cavalcanti - Cirurgiã Dentista","5","12","R. Orlando Viana, 55","Campinas","São Paulo","BR",,"+55 19 99227-7495","Clínica odontológica",,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Dra%20%C3%89rika%20Cavalcanti%20-%20Cirurgi%C3%A3%20Dentista&query_place_id=ChIJfy_wL6K3yJQRG8hdnqpkevE","Clínica odontológica"
"Odonto Carisma - Clínica Odontológica - Dentista","4.7","53","R. Alberto Bôsco, 154","Campinas","São Paulo","BR","http://www.odontocarisma.com.br/","+55 19 3281-2924","Dentista","Clínica odontológica",,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Odonto%20Carisma%20-%20Cl%C3%ADnica%20Odontol%C3%B3gica%20-%20Dentista&query_place_id=ChIJhZHULsm4yJQRhNMcu5z3WDc","Dentista"
"Fenix Odontologia",,,"R. Srg João Francisco Caprio, 119","Campinas","São Paulo","BR",,"","Dentista",,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Fenix%20Odontologia&query_place_id=ChIJQb0C-TPIyJQREN-iW5SpBqU","Dentista"
"Consultório Odontológico Padre Anchieta - Dr. João Horácio de Oliveira Lara","3","2","Av. Papa João Paulo II, 1044","Campinas","São Paulo","BR",,"+55 19 3281-2306","Clínica odontológica",,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Consult%C3%B3rio%20Odontol%C3%B3gico%20Padre%20Anchieta%20-%20Dr.%20Jo%C3%A3o%20Hor%C3%A1cio%20de%20Oliveira%20Lara&query_place_id=ChIJp0h8Tu65yJQR5JbudocSJl4","Clínica odontológica"
"Med Anchieta","3.8","283","R. Papa Santo Eusébio, 357","Campinas","São Paulo","BR","https://medanchieta.com.br/","+55 19 3397-0643","Clínica odontológica","Serviço de exame de sangue","Policlínica",,,,,,,,"https://www.google.com/maps/search/?api=1&query=Med%20Anchieta&query_place_id=ChIJ3TCSr7-4yJQREQbKwpbmq0g","Clínica odontológica"
"Dentista Dra. Karen Iwashima","5","11","Av. John Boyd Dunlop, 8032","Campinas","São Paulo","BR",,"+55 19 98765-7174","Dentista","Clínica odontológica",,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Dentista%20Dra.%20Karen%20Iwashima&query_place_id=ChIJdZS3Leu3yJQRr_Ex7nIUecU","Dentista"
"Dr Sebastião C. da Silva - Cirurgião Dentista","5","7","R. Maximiliano Antônio Benvenuto Baldo, 15","Campinas","São Paulo","BR",,"+55 19 99415-8629","Clínica odontológica",,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Dr%20Sebasti%C3%A3o%20C.%20da%20Silva%20-%20Cirurgi%C3%A3o%20Dentista&query_place_id=ChIJs_zDxnK3yJQRILes1e9iPss","Clínica odontológica"
"Clinica odontologica",,,"Av. Suaçuna","Campinas","São Paulo","BR",,"","Médico",,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Clinica%20odontologica&query_place_id=ChIJ18u1Ko23yJQRkbIJg7hu0Lc","Médico"
"Odontologia Dra. Kelly Castro - Check Up Bucal","5","8","R. Luverci Pereira de Souza, 1866","Campinas","São Paulo","BR",,"+55 19 99782-8292","Dentista",,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Odontologia%20Dra.%20Kelly%20Castro%20-%20Check%20Up%20Bucal&query_place_id=ChIJS0AB_7DGyJQR7-73KJsH6Mo","Dentista"
"Odonto Mirian","4.1","8","R. Guerino Bristotti, 338","Campinas","São Paulo","BR",,"+55 19 99380-8131","Clínica odontológica",,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Odonto%20Mirian&query_place_id=ChIJ-xjLWWXEyJQRQZAhD_yhN_Q","Clínica odontológica"
"Odontobarão - Dentista em barao","4.9","201","R. Antônio Galvão de O Barros, 18","Campinas","São Paulo","BR","https://www.odontobarao.com.br/","+55 19 98840-3385","Clínica odontológica","Dentista cosmético",,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Odontobar%C3%A3o%20-%20Dentista%20em%20barao&query_place_id=ChIJ9VVvcMjGyJQRl1MLH2Rywo0","Clínica odontológica"
"Clínica Dr. Rafael","4.4","13","R. Edson Luiz Rigonatto, 711","Campinas","São Paulo","BR",,"+55 19 3221-6907","Clínica odontológica",,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Cl%C3%ADnica%20Dr.%20Rafael&query_place_id=ChIJryg_t-G3yJQRPg8PYbO_dmY","Clínica odontológica"
"Hope Odontologia & Bem Estar - Dra. Rose Helena Burgon","4.9","129","Esquina com - Rua Joao Leme, 132, Av. Oscár Pedroso Horta, 450","Campinas","SP","BR","https://hopeodontologia.com.br/","+55 19 99699-0011","Dentista","Clínica odontológica","Periodontia e implantes dentários","Cirurgião dentista","Ortodontista","Clínica de odontopediatria",,,,,"https://www.google.com/maps/search/?api=1&query=Hope%20Odontologia%20%26%20Bem%20Estar%20-%20Dra.%20Rose%20Helena%20Burgon&query_place_id=ChIJX8M5CUjByJQRuowjGbPifq8","Dentista"
"Odontoclinic - Campinas Barão Geraldo","4.7","91","Rua Benedito Alves Aranha, 55","Campinas","São Paulo","BR","https://odontoclinic.com.br/unidade/campinas-barao-geraldo","+55 19 3749-7500","Dentista",,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Odontoclinic%20-%20Campinas%20Bar%C3%A3o%20Geraldo&query_place_id=ChIJaZkQzcnGyJQRKFifY4pchog","Dentista"
"Dra Juliana Cristina Gardelim","4.9","27","R. Antônio Pierozzi, 30","Campinas","São Paulo","BR",,"+55 19 3249-0287","Dentista",,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Dra%20Juliana%20Cristina%20Gardelim&query_place_id=ChIJv7rOGEbHyJQR2LZaf9cY9HI","Dentista"
"Aliàre Odontologia Avançada","5","73","R. Francisco de Barros Filho, 16","Campinas","São Paulo","BR","http://www.aliareodontologia.com.br/","+55 19 98234-6872","Dentista","Dentista cosmético","Clínica odontológica","Periodontia e implantes dentários","Serviço dentário de emergência","Endodontista","Cirurgião dentista","Ortodontista","Odontopediatra","Clínica de odontopediatria","https://www.google.com/maps/search/?api=1&query=Ali%C3%A0re%20Odontologia%20Avan%C3%A7ada&query_place_id=ChIJYW1Ll8jGyJQRL0Q9kYJv3OE","Dentista"
"Oral Odontologia","4.3","12","Rod. Campinas-Mogi Mirim","Campinas","São Paulo","BR","http://www.oralodontologia.com.br/","+55 19 98239-5775","Clínica odontológica",,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Oral%20Odontologia&query_place_id=ChIJ2z59JJbJyJQRaG0xezghQMQ","Clínica odontológica"
"AVidotto Odontologia","4.3","98","Av. Santa Isabel, 241","Campinas","São Paulo","BR","http://www.avidottoodontologia.com.br/","+55 19 99238-2750","Dentista",,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=AVidotto%20Odontologia&query_place_id=ChIJkyAFaMnGyJQR_nLq13jGc3A","Dentista"
"Dra. Roberta Justi - Odontologia- Ortodontista e Ortopedista Funcional dos Maxilares.CROSP 42279","5","124","Rua Aguaçu, 171 - Bloco Ipê","Campinas","São Paulo","BR","https://www.instagram.com/drarobertajusti/","+55 19 98306-2930","Ortodontista","Dentista","Serviço de clareamento dental",,,,,,,,"https://www.google.com/maps/search/?api=1&query=Dra.%20Roberta%20Justi%20-%20Odontologia-%20Ortodontista%20e%20Ortopedista%20Funcional%20dos%20Maxilares.CROSP%2042279&query_place_id=ChIJE36tI9DFyJQRikJ3JuT4c3w","Ortodontista"
"SILVEIRA ODONTOLOGIA - Dr. Luiz Gustavo da Silveira","5","39","R. Dirce Barbieri Gianese, 30 B","Campinas","São Paulo","BR","https://instagram.com/drlgsilveira?igshid=MzRlODBiNWFlZA==","+55 19 98842-3504","Clínica odontológica",,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=SILVEIRA%20ODONTOLOGIA%20-%20Dr.%20Luiz%20Gustavo%20da%20Silveira&query_place_id=ChIJKTAyrcnGyJQRYeRmDafr0uo","Clínica odontológica"
"Dr. Marco Aurélio Rela - Odontologia Premium","5","41","Bloco Ipê, Rua Aguaçu, 171 - Sala 114","Campinas","SP","BR","https://marcoaureliorela.com.br/#home","+55 19 98221-8084","Dentista","Dentista cosmético","Ortodontista",,,,,,,,"https://www.google.com/maps/search/?api=1&query=Dr.%20Marco%20Aur%C3%A9lio%20Rela%20-%20Odontologia%20Premium&query_place_id=ChIJ9b1eC2zEyJQRwQy0arr9GIM","Dentista"
"Clean Odontologia",,,"Av. José dos Santos Marques, 62 - Galpão","Campinas","São Paulo","BR","https://www.cleanodontologia.com/","+55 19 99687-5028","Clínica odontológica",,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Clean%20Odontologia&query_place_id=ChIJ52TMTSLFyJQRZfbCAT9-Xlo","Clínica odontológica"
"Dr Daniel Medina Oppermann Odontologia","4.6","10","Rua Guapuruvu, 180 Sala 1 - Terreo","Campinas","SP","BR",,"+55 19 3262-0314","Cirurgião dentista","Clínica de implante dentário",,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Dr%20Daniel%20Medina%20Oppermann%20Odontologia&query_place_id=ChIJu__7WWrEyJQRhl52FmCV6nw","Cirurgião dentista"
"Odontologia Barão",,,"Av. Dr. Romeu Tortima, 1101","Campinas","São Paulo","BR",,"","Dentista",,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Odontologia%20Bar%C3%A3o&query_place_id=ChIJyxa5SrfGyJQRTc8Jc9IYKew","Dentista"
"Rittner Odontologia de Resultados","5","10","Av. Modesto Fernandes, 127","Campinas","São Paulo","BR",,"+55 19 99933-6461","Clínica odontológica","Cirurgião dentista",,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Rittner%20Odontologia%20de%20Resultados&query_place_id=ChIJe5rNGCzByJQRIJfWKcgiB5A","Clínica odontológica"
"Dr. Newton Rodrigues Ribeiro Júnior e Dr. Newton Rodrigues Ribeiro Neto - Odontologia Ribeiro","4.2","13","R. Francisco de Barros Filho, 126","Campinas","São Paulo","BR",,"+55 19 3289-1241","Dentista","Clínica odontológica","Cirurgião dentista",,,,,,,,"https://www.google.com/maps/search/?api=1&query=Dr.%20Newton%20Rodrigues%20Ribeiro%20J%C3%BAnior%20e%20Dr.%20Newton%20Rodrigues%20Ribeiro%20Neto%20-%20Odontologia%20Ribeiro&query_place_id=ChIJgT7458jGyJQR9UOSTjBjO44","Dentista"
"LARA & GARDELIN ODONTOLOGIA","5","3","RUA Luís Carlos Meneghetti 77","Campinas","SP","BR","https://instagram.com/laragardelin_odontologia","+55 19 99500-4250","Dentista",,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=LARA%20%26%20GARDELIN%20ODONTOLOGIA&query_place_id=ChIJk7TZoIPHyJQR-slZIRyh-44","Dentista"
"Odontologia Iutaca Tamaki","5","2","Rua Benedito Alves Aranha, 202 - Casa 1","Campinas","São Paulo","BR",,"+55 19 3289-0072","Cirurgião dentista",,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Odontologia%20Iutaca%20Tamaki&query_place_id=ChIJ6XlJ38jGyJQRTUpxK5q7BYc","Cirurgião dentista"
"Odontologia osse","5","3","Av. Dr. Romeu Tortima, 915","Campinas","São Paulo","BR",,"+55 19 3289-1010","Cirurgião dentista",,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Odontologia%20osse&query_place_id=ChIJW1Vj0LDGyJQRsfzWLkY-6ZQ","Cirurgião dentista"
"Odontologia Ribeiro","4.5","2","R. Francisco de Barros Filho, 126","Campinas","São Paulo","BR",,"+55 19 3289-1241","Dentista",,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Odontologia%20Ribeiro&query_place_id=ChIJ_XO3FgXHyJQRa_OAjC7wNAQ","Dentista"
"Odontologia Integrada","4.5","2","Rua Jerônimo Páttaro, 226","Campinas","São Paulo","BR",,"+55 19 97827-2541","Dentista",,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Odontologia%20Integrada&query_place_id=ChIJYyXkgcvGyJQREKz4-djX-a4","Dentista"
"Dra. Tamy C. G. M. Souza Odontologia","5","3","Rua Jerônimo Páttaro, 226","Campinas","São Paulo","BR",,"+55 19 99125-9619","Cirurgião dentista",,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Dra.%20Tamy%20C.%20G.%20M.%20Souza%20Odontologia&query_place_id=ChIJBW5LnZXHyJQRpGFiNYLVT5I","Cirurgião dentista"
"Michelle Angelini Odontologia","5","1","Rua Jerônimo Páttaro, 364","Campinas","São Paulo","BR",,"+55 19 3232-6702","Dentista",,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Michelle%20Angelini%20Odontologia&query_place_id=ChIJR8LPINbHyJQR_s1pt46x8qw","Dentista"
"Biocibernética Bucal Patrícia - Odontologia",,,"Rua Jerônimo Páttaro","Campinas","São Paulo","BR",,"+55 19 99609-2461","Cirurgião dentista",,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Biocibern%C3%A9tica%20Bucal%20Patr%C3%ADcia%20-%20Odontologia&query_place_id=ChIJa2f8L9PHyJQRntZZdFf3b4Q","Cirurgião dentista"
"Haddad e Vieira Odontologia",,,"Rua Maria Tereza Dias da Silva, 400","Campinas","São Paulo","BR","https://haddadevieira.com/contato/","+55 19 99294-8008","Dentista",,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Haddad%20e%20Vieira%20Odontologia&query_place_id=ChIJ__-DkzfByJQRHnXNMsoM3Hk","Dentista"
"Centro Infantil Boldrini : Departamento de Odontologia","1","1","Rua Dr. Gabriel Porto, 1270","Campinas","São Paulo","BR","http://www.boldrini.org.br/","+55 19 3787-5000","Departamento hospitalar",,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Centro%20Infantil%20Boldrini%20%3A%20Departamento%20de%20Odontologia&query_place_id=ChIJhz-3IlHByJQRUkwikAr7-fM","Departamento hospitalar"
"HOPE ODONTOLOGIA",,,,,,,"https://hopeodontologia.com.br/","+55 19 99699-0011","Clínica odontológica","Service establishment",,,,,,,,,"https://www.google.com/maps/search/?api=1&query=HOPE%20ODONTOLOGIA&query_place_id=ChIJcwoqaBXxEYERKjRe5TRug1k","Clínica odontológica"
"Dra. Aline Godoi","4.8","31","Av. Dr. Antônio Carlos Couto de Barros, 964 - Sala 4","Campinas","São Paulo","BR","https://www.alinegodoi.com.br/","+55 19 98393-2065","Dentista","Cirurgião dentista",,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Dra.%20Aline%20Godoi&query_place_id=ChIJtbJHnMPRyJQRv65L7__XJKI","Dentista"
"OrthoDontic","5","87","Avenida Albino Jose Barbosa de Oliveira, 2039 Barão Geraldo","Campinas","SP","BR","https://www.orthodonticbrasil.com.br/clinicas/campinas-539/","+55 19 3289-6267","Dentista","Clínica odontológica","Ortodontista",,,,,,,,"https://www.google.com/maps/search/?api=1&query=OrthoDontic&query_place_id=ChIJDwbi1xzByJQRlJLKYYnQ6bQ","Dentista"
"Dentista 24 Horas Campinas","4.9","724","R. Dr. Emílio Ribas, 805 - sala 61","Campinas","São Paulo","BR","https://www.dentista24horascampinas.com.br/google-meu-negocio/","+55 19 99409-5553","Dentista","Dentista cosmético","Clínica odontológica","Periodontia e implantes dentários","Serviço dentário de emergência","Endodontista","Cirurgião dentista",,,,"https://www.google.com/maps/search/?api=1&query=Dentista%2024%20Horas%20Campinas&query_place_id=ChIJk3RVzU_PyJQRWR_qBDwiZ8c","Dentista"
"Dentistas 24 Horas Campinas","4.2","321","Av. Dr. Moraes Salles, 2455","Campinas","São Paulo","BR","http://dentistas24h.com/","+55 19 3324-9466","Dentista",,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Dentistas%2024%20Horas%20Campinas&query_place_id=ChIJgWbd9GPPyJQRcqDQCksC7DI","Dentista"
"Clínica Odonthus - Dra. Maisa Quintas da Costa","4.8","549","Rua Frei Manoel da Ressurreição, 599","Campinas","São Paulo","BR","http://www.odonthus.com.br/","+55 19 3241-0211","Clínica odontológica",,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Cl%C3%ADnica%20Odonthus%20-%20Dra.%20Maisa%20Quintas%20da%20Costa&query_place_id=ChIJ1_Q-l6fIyJQRGr4y4IRKoSU","Clínica odontológica"
"Dra. Mirian Bustillo | Dentista em Campinas","5","361","Av. Orosimbo Maia, 430 - sala 1512","Campinas","São Paulo","BR","https://mirianbustillodentista.com.br/","+55 19 99214-1001","Dentista","Dentista cosmético","Clínica odontológica","Periodontia e implantes dentários","Endodontista","Cirurgião dentista","Ortodontista",,,,"https://www.google.com/maps/search/?api=1&query=Dra.%20Mirian%20Bustillo%20%7C%20Dentista%20em%20Campinas&query_place_id=ChIJXRay7yzPyJQRhkG2VmqUh34","Dentista"
"Armonia Dentale Odontologia Integrada","5","302","R. Cônego Nery, 329","Campinas","São Paulo","BR","https://www.armoniadentale.com.br/","+55 19 99214-9983","Dentista","Clínica odontológica",,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Armonia%20Dentale%20Odontologia%20Integrada&query_place_id=ChIJS1xH5zjHyJQReX8dMPXOB7o","Dentista"
"Dental Health Odontologia Especializada","4.8","175","Av. Francisco de Paula Oliveira Nazareth, 818","Campinas","São Paulo","BR","http://www.dentalhealth.com.br/","+55 19 98220-9193","Clínica odontológica",,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Dental%20Health%20Odontologia%20Especializada&query_place_id=ChIJu0M_DVbJyJQRFy-Wwcv4xLo","Clínica odontológica"
"Clínica Vida Odontologia","5","480","Rua Barão de Jaguara, 655 - sala 1001","Campinas","São Paulo","BR",,"+55 19 98127-4256","Clínica odontológica",,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Cl%C3%ADnica%20Vida%20Odontologia&query_place_id=ChIJw8JqvN7PyJQRD6ll9cMIWpo","Clínica odontológica"
"Dra. Beatriz Toriani- Dentista em Campinas","4.5","137","Rua Barão de Jaguara, 655","Campinas","São Paulo","BR","https://www.doctoralia.com.br/beatriz-toriani/dentista/campinas?utm_source=google&utm_medium=gmb&utm_campaign=533062&utm_content=website","+55 19 3233-4558","Dentista","Clínica odontológica","Cirurgião dentista","Ortodontista","Odontopediatra",,,,,,"https://www.google.com/maps/search/?api=1&query=Dra.%20Beatriz%20Toriani-%20Dentista%20em%20Campinas&query_place_id=ChIJ3Ssrf0rPyJQR-4Xd6fHI26k","Dentista"
"Villela Dentista 24 Horas","4.8","76","Em frente ao supermercado Dalben Taquaral - Av. Nossa Sra. de Fátima, 1271","Campinas","São Paulo","BR","https://www.villeladentista.com.br/","+55 19 99574-8557","Dentista","Serviço dentário de emergência","Cirurgião dentista",,,,,,,,"https://www.google.com/maps/search/?api=1&query=Villela%20Dentista%2024%20Horas&query_place_id=ChIJueVnf63JyJQRM8uDxCP1FRs","Dentista"
